seller_id,seller_name,state,city,seller_rating,total_products_listed,joined_date,seller_tier,fulfillment_type,gst_registered,return_acceptance_rate
SELL02451,Verma Enterprises,Telangana,Karimnagar,4.6,404,2021-07-11 02:22:50,Elite,FlipMart Fulfilled,True,0.783
SELL02452,Agarwal Trading,Gujarat,Surat,4.0,289,2021-11-02 21:52:27,Standard,Self Ship,True,0.772
SELL02453,Garg Retail,Punjab,Jalandhar,4.7,658,2023-04-22 21:34:06,Elite,Self Ship,True,0.876
SELL02454,Singh Trading,Karnataka,Mysuru,4.8,491,2021-03-29 18:21:53,Standard,Easy Ship,True,0.847
SELL02455,Mehta Mart,West Bengal,Asansol,4.8,196,2024-02-12 02:14:52,Standard,Self Ship,True,0.748
SELL02456,Reddy Trading,Gujarat,Vadodara,3.7,130,2023-09-23 19:16:09,Preferred,Self Ship,False,0.786
SELL02457,Patel Trading,Rajasthan,Kota,4.4,5,2022-04-07 19:50:04,Standard,FlipMart Fulfilled,True,0.838
SELL02458,Malhotra Stores,Kerala,Kozhikode,3.7,677,2023-12-07 22:57:48,Preferred,Self Ship,True,0.782
SELL02459,Agarwal Retail,Maharashtra,Pune,4.3,761,2021-12-31 01:04:08,Elite,Self Ship,True,0.959
SELL02460,Agarwal Stores,Uttar Pradesh,Agra,4.1,383,2023-09-01 03:13:40,Preferred,Self Ship,True,0.927
SELL02461,Tiwari Retail,Maharashtra,Nagpur,3.3,761,2022-12-14 00:21:03,Preferred,FlipMart Fulfilled,True,0.956
SELL02462,Mehta Retail,Maharashtra,Nashik,3.8,305,2021-03-20 16:03:55,Elite,Self Ship,True,0.923
SELL02463,Mehta Trading,Madhya Pradesh,Gwalior,3.1,113,2024-03-13 01:40:51,Standard,Easy Ship,True,0.776
SELL02464,Das Stores,Tamil Nadu,Madurai,3.2,381,2021-05-31 14:29:36,Platinum,FlipMart Fulfilled,True,0.971
SELL02465,Tiwari Mart,Maharashtra,Nagpur,3.2,613,2022-03-25 14:46:37,Elite,FlipMart Fulfilled,True,0.557
SELL02466,Shah Enterprises,Rajasthan,Udaipur,3.3,23,2022-01-30 12:37:52,Platinum,FlipMart Fulfilled,True,0.88
SELL02467,Patel Retail,Karnataka,Bengaluru,3.3,778,2021-12-19 17:25:34,Preferred,Self Ship,False,0.848
SELL02468,Patel Enterprises,Maharashtra,Nashik,3.7,456,2021-04-13 14:44:33,Elite,Easy Ship,True,0.899
SELL02469,Agarwal Trading,Tamil Nadu,Chennai,4.4,397,2021-02-17 06:41:37,Preferred,FlipMart Fulfilled,True,0.907
SELL02470,Pandey Stores,Delhi,New Delhi,3.7,602,2021-01-26 00:05:39,Standard,Self Ship,True,0.941
SELL02471,Das Retail,Karnataka,Mysuru,5.0,60,2021-10-31 10:30:07,Standard,FlipMart Fulfilled,True,0.828
SELL02472,Mehta Stores,West Bengal,Durgapur,3.3,521,2023-12-29 16:34:07,Platinum,Self Ship,True,0.848
SELL02473,Patel Stores,Maharashtra,Pune,3.3,511,2022-05-22 23:21:29,Standard,Self Ship,True,0.714
SELL02474,Singh Stores,Delhi,Lajpat Nagar,3.5,732,2022-01-03 12:25:27,Standard,FlipMart Fulfilled,True,0.927
SELL02475,Das Retail,Rajasthan,Jaipur,3.1,254,2022-05-12 00:50:12,Platinum,Self Ship,True,0.875
SELL02476,Mishra Retail,Maharashtra,Pune,3.4,212,2022-01-21 19:33:31,Standard,FlipMart Fulfilled,True,0.898
SELL02477,Iyer Trading,Maharashtra,Pune,3.0,209,2023-01-01 17:33:28,Standard,FlipMart Fulfilled,True,0.871
SELL02478,Malhotra Retail,Maharashtra,Mumbai,3.6,250,2021-04-12 16:34:34,Platinum,Easy Ship,True,0.925
SELL02479,Das Enterprises,Madhya Pradesh,Indore,3.6,723,2023-09-25 09:51:21,Standard,FlipMart Fulfilled,True,0.912
SELL02480,Banerjee Enterprises,Karnataka,Mysuru,3.3,61,2021-06-05 10:39:30,Standard,Easy Ship,True,0.829
SELL02481,Singh Enterprises,Maharashtra,Nagpur,3.9,786,2021-10-14 09:12:25,Standard,FlipMart Fulfilled,True,0.948
SELL02482,Kapoor Stores,Delhi,Dwarka,5.0,236,2022-11-02 18:29:55,Preferred,FlipMart Fulfilled,True,0.782
SELL02483,Agarwal Trading,Punjab,Patiala,4.8,332,2023-01-20 07:04:49,Standard,FlipMart Fulfilled,True,0.876
SELL02484,Patel Stores,Uttar Pradesh,Lucknow,4.6,5,2021-06-08 17:55:38,Standard,Easy Ship,True,0.891
SELL02485,Das Mart,Maharashtra,Mumbai,4.3,108,2023-11-24 08:35:55,Preferred,Self Ship,True,0.88
SELL02486,Yadav Stores,Rajasthan,Udaipur,4.6,676,2023-01-19 02:38:51,Standard,FlipMart Fulfilled,True,0.983
SELL02487,Kumar Mart,Telangana,Warangal,3.4,617,2023-12-27 04:53:27,Preferred,Easy Ship,True,0.928
SELL02488,Shah Retail,Telangana,Karimnagar,3.7,790,2023-05-10 21:58:03,Standard,FlipMart Fulfilled,True,0.892
SELL02489,Banerjee Enterprises,Tamil Nadu,Coimbatore,3.4,142,2021-05-02 04:56:04,Elite,Self Ship,True,0.898
SELL02490,Malhotra Retail,Maharashtra,Nashik,4.5,260,2022-08-24 07:16:15,Platinum,FlipMart Fulfilled,False,0.864
SELL02491,Mehta Enterprises,Tamil Nadu,Chennai,3.5,125,2023-01-03 15:13:13,Standard,FlipMart Fulfilled,True,0.913
SELL02492,Agarwal Mart,Maharashtra,Mumbai,3.6,420,2022-06-29 17:18:05,Elite,FlipMart Fulfilled,True,0.828
SELL02493,Das Retail,Punjab,Ludhiana,4.5,299,2023-03-03 07:44:01,Standard,Self Ship,True,0.872
SELL02494,Patel Mart,Maharashtra,Mumbai,3.8,125,2021-10-27 14:10:57,Standard,Self Ship,True,0.8
SELL02495,Patel Enterprises,Maharashtra,Nagpur,4.1,752,2023-11-09 04:38:58,Standard,Easy Ship,True,0.785
SELL02496,Garg Stores,Delhi,Rohini,3.7,697,2022-12-02 10:10:56,Standard,FlipMart Fulfilled,True,1.0
SELL02497,Reddy Stores,Telangana,Karimnagar,3.9,135,2022-03-19 04:05:49,Standard,Self Ship,True,0.739
SELL02498,Tiwari Retail,Telangana,Warangal,4.2,486,2021-06-05 22:55:58,Standard,Self Ship,False,1.0
SELL02499,Iyer Mart,Rajasthan,Udaipur,4.4,551,2021-01-10 16:08:25,Preferred,FlipMart Fulfilled,True,0.883
SELL02500,Das Stores,Delhi,Lajpat Nagar,3.4,748,2022-06-29 08:09:45,Preferred,Self Ship,True,0.882
SELL02501,Pandey Mart,Tamil Nadu,Coimbatore,3.8,643,2024-03-02 06:48:08,Standard,FlipMart Fulfilled,True,0.965
SELL02502,Verma Trading,Uttar Pradesh,Varanasi,2.6,717,2022-05-13 07:51:35,Preferred,FlipMart Fulfilled,True,0.806
SELL02503,Rao Stores,Delhi,Lajpat Nagar,3.7,718,2021-09-18 03:14:52,Standard,FlipMart Fulfilled,True,0.812
SELL02504,Agarwal Trading,Rajasthan,Jodhpur,3.0,602,2021-04-11 03:40:12,Preferred,Self Ship,True,0.847
SELL02505,Gupta Stores,Tamil Nadu,Chennai,2.9,289,2023-12-25 23:01:51,Standard,FlipMart Fulfilled,True,0.923
SELL02506,Shah Trading,Kerala,Thrissur,3.9,552,2023-02-23 07:11:13,Elite,FlipMart Fulfilled,True,0.775
SELL02507,Reddy Retail,Karnataka,Mangaluru,1.7,95,2022-03-06 06:57:26,Preferred,FlipMart Fulfilled,True,0.88
SELL02508,Garg Stores,Telangana,Warangal,4.4,602,2023-01-30 10:45:41,Standard,FlipMart Fulfilled,False,1.0
SELL02509,Patel Enterprises,Madhya Pradesh,Gwalior,4.6,741,2021-04-29 06:54:31,Elite,Self Ship,False,0.993
SELL02510,Sharma Retail,Telangana,Karimnagar,2.9,454,2023-03-20 14:49:54,Preferred,FlipMart Fulfilled,True,0.785
SELL02511,Yadav Retail,Telangana,Warangal,3.7,763,2023-03-16 03:40:23,Platinum,Easy Ship,True,1.0
SELL02512,Mehta Trading,Delhi,Rohini,3.4,357,2022-10-29 07:20:54,Standard,FlipMart Fulfilled,True,0.968
SELL02513,Kapoor Enterprises,Tamil Nadu,Coimbatore,5.0,24,2022-05-31 06:23:38,Preferred,FlipMart Fulfilled,True,0.905
SELL02514,Gupta Mart,Maharashtra,Pune,3.9,705,2021-01-15 02:51:23,Preferred,FlipMart Fulfilled,True,0.858
SELL02515,Das Retail,Rajasthan,Kota,4.8,454,2022-03-03 23:54:42,Preferred,FlipMart Fulfilled,True,0.89
SELL02516,Pandey Enterprises,Telangana,Karimnagar,4.8,286,2024-01-29 11:48:54,Preferred,FlipMart Fulfilled,True,0.868
SELL02517,Singh Stores,Gujarat,Vadodara,4.0,501,2023-12-24 17:32:16,Standard,FlipMart Fulfilled,True,0.758
SELL02518,Das Retail,Maharashtra,Nashik,2.8,358,2021-08-17 19:12:07,Standard,FlipMart Fulfilled,True,0.907
SELL02519,Garg Mart,West Bengal,Durgapur,4.8,576,2021-05-02 01:32:29,Platinum,FlipMart Fulfilled,True,0.892
SELL02520,Banerjee Trading,Telangana,Hyderabad,3.0,61,2021-05-27 16:38:32,Elite,Self Ship,True,0.805
SELL02521,Verma Retail,Uttar Pradesh,Agra,4.6,622,2021-08-25 17:10:59,Standard,Self Ship,True,0.948
SELL02522,Bajaj Stores,Telangana,Karimnagar,3.1,52,2023-04-23 08:27:25,Standard,Self Ship,True,1.0
SELL02523,Yadav Trading,Delhi,Lajpat Nagar,4.0,701,2024-02-06 01:28:10,Standard,FlipMart Fulfilled,True,0.985
SELL02524,Agarwal Stores,Uttar Pradesh,Kanpur,3.8,197,2023-12-05 02:22:26,Preferred,Self Ship,True,0.842
SELL02525,Singh Enterprises,Maharashtra,Nagpur,3.1,71,2021-10-26 05:33:36,Platinum,Self Ship,True,0.748
SELL02526,Mishra Mart,Karnataka,Mysuru,4.6,197,2023-07-27 00:02:15,Platinum,Self Ship,True,1.0
SELL02527,Malhotra Trading,Rajasthan,Kota,4.7,20,2023-12-02 01:34:12,Platinum,FlipMart Fulfilled,True,0.844
SELL02528,Kapoor Trading,Karnataka,Mysuru,4.4,129,2022-09-14 01:38:05,Preferred,Self Ship,True,0.653
SELL02529,Nair Retail,Delhi,New Delhi,3.1,319,2022-04-03 10:37:52,Standard,Easy Ship,True,0.897
SELL02530,Bajaj Enterprises,West Bengal,Durgapur,3.0,335,2023-04-02 20:07:32,Platinum,FlipMart Fulfilled,True,0.993
SELL02531,Bajaj Enterprises,Maharashtra,Nagpur,3.8,146,2023-06-20 09:18:44,Preferred,FlipMart Fulfilled,True,0.888
SELL02532,Verma Mart,West Bengal,Howrah,3.2,292,2021-11-25 20:26:35,Standard,FlipMart Fulfilled,False,0.917
SELL02533,Yadav Stores,Madhya Pradesh,Indore,3.4,383,2022-04-28 03:17:43,Standard,Self Ship,True,0.667
SELL02534,Pandey Enterprises,Delhi,Rohini,4.4,759,2021-04-18 16:06:07,Standard,Self Ship,True,0.899
SELL02535,Mishra Retail,Telangana,Karimnagar,3.7,418,2023-12-05 14:32:58,Elite,Easy Ship,False,1.0
SELL02536,Mehta Stores,Tamil Nadu,Madurai,4.8,58,2022-07-08 04:21:25,Preferred,FlipMart Fulfilled,True,0.938
SELL02537,Joshi Retail,Punjab,Patiala,4.4,70,2021-12-18 20:43:31,Preferred,FlipMart Fulfilled,True,0.945
SELL02538,Mishra Enterprises,Telangana,Karimnagar,3.8,55,2023-08-23 06:45:46,Platinum,Easy Ship,True,0.738
SELL02539,Verma Stores,Punjab,Jalandhar,4.3,323,2023-04-18 19:08:41,Standard,Self Ship,True,0.86
SELL02540,Banerjee Stores,Gujarat,Surat,3.2,179,2022-09-15 04:52:02,Elite,FlipMart Fulfilled,True,0.963
SELL02541,Malhotra Trading,Karnataka,Hubli,4.1,777,2022-04-18 12:59:41,Preferred,FlipMart Fulfilled,True,0.771
SELL02542,Agarwal Mart,Telangana,Warangal,4.8,603,2021-04-09 17:44:48,Platinum,Easy Ship,True,0.853
SELL02543,Yadav Stores,West Bengal,Asansol,3.7,85,2021-07-12 18:24:22,Standard,FlipMart Fulfilled,True,0.962
SELL02544,Mishra Trading,Maharashtra,Nagpur,3.6,294,2022-04-15 22:06:35,Standard,FlipMart Fulfilled,True,0.856
SELL02545,Joshi Trading,West Bengal,Kolkata,4.2,478,2023-03-09 06:29:41,Standard,FlipMart Fulfilled,True,0.816
SELL02546,Garg Trading,Telangana,Karimnagar,4.8,309,2024-02-28 01:47:15,Elite,FlipMart Fulfilled,False,0.703
SELL02547,Yadav Mart,Punjab,Patiala,3.7,37,2023-07-14 10:08:12,Standard,Self Ship,False,0.986
SELL02548,Kapoor Mart,Tamil Nadu,Madurai,3.4,255,2022-10-16 18:49:58,Preferred,FlipMart Fulfilled,True,0.799
SELL02549,Nair Stores,Telangana,Hyderabad,4.3,589,2021-02-23 10:51:30,Standard,FlipMart Fulfilled,True,0.792
SELL02550,Verma Mart,Delhi,Rohini,3.3,537,2022-08-09 16:09:56,Standard,Easy Ship,True,1.0
SELL02551,Tiwari Enterprises,Telangana,Hyderabad,3.7,713,2024-03-27 09:29:42,Standard,Easy Ship,True,0.861
SELL02552,Verma Stores,Rajasthan,Kota,4.8,321,2021-12-15 07:37:17,Preferred,Easy Ship,True,0.896
SELL02553,Gupta Mart,Kerala,Kozhikode,3.9,160,2021-08-15 22:00:01,Elite,Easy Ship,True,0.83
SELL02554,Bajaj Trading,Delhi,Dwarka,4.5,664,2023-09-13 20:58:25,Standard,FlipMart Fulfilled,True,0.834
SELL02555,Singh Trading,Maharashtra,Pune,2.9,496,2021-11-28 15:06:36,Platinum,FlipMart Fulfilled,True,1.0
SELL02556,Tiwari Stores,Uttar Pradesh,Varanasi,4.4,77,2024-02-03 22:25:05,Preferred,Easy Ship,True,0.854
SELL02557,Rao Enterprises,West Bengal,Asansol,4.4,173,2021-04-30 10:31:40,Platinum,Easy Ship,False,0.816
SELL02558,Yadav Retail,Uttar Pradesh,Varanasi,3.8,275,2021-01-18 18:21:13,Standard,Self Ship,True,0.841
SELL02559,Rao Enterprises,Uttar Pradesh,Varanasi,2.9,247,2023-10-18 00:33:03,Standard,Self Ship,True,0.942
SELL02560,Kapoor Mart,Uttar Pradesh,Kanpur,3.9,106,2021-12-02 16:14:23,Elite,FlipMart Fulfilled,True,0.867
SELL02561,Nair Stores,Delhi,Rohini,4.1,372,2021-02-08 13:30:20,Standard,FlipMart Fulfilled,True,0.907
SELL02562,Banerjee Retail,Rajasthan,Udaipur,4.6,616,2022-11-03 12:20:16,Standard,Easy Ship,True,0.946
SELL02563,Patel Trading,Karnataka,Bengaluru,4.0,492,2023-05-15 11:18:16,Standard,FlipMart Fulfilled,True,0.851
SELL02564,Tiwari Trading,Gujarat,Vadodara,4.2,163,2022-10-04 01:35:52,Standard,FlipMart Fulfilled,False,0.901
SELL02565,Rao Retail,Maharashtra,Mumbai,3.7,420,2022-11-09 06:05:46,Standard,FlipMart Fulfilled,True,0.882
SELL02566,Banerjee Trading,Karnataka,Bengaluru,3.8,190,2023-06-10 12:33:15,Standard,FlipMart Fulfilled,True,0.871
SELL02567,Singh Trading,Madhya Pradesh,Gwalior,4.0,455,2023-04-13 00:55:17,Preferred,Easy Ship,True,0.815
SELL02568,Reddy Trading,Delhi,Dwarka,4.0,466,2023-04-29 12:01:07,Elite,FlipMart Fulfilled,True,0.74
SELL02569,Patel Retail,West Bengal,Asansol,3.6,213,2023-10-04 07:31:38,Elite,FlipMart Fulfilled,True,0.898
SELL02570,Yadav Mart,Maharashtra,Mumbai,3.1,183,2021-09-12 08:12:25,Standard,Self Ship,True,0.829
SELL02571,Pandey Trading,Delhi,Lajpat Nagar,3.8,126,2022-06-18 17:00:22,Standard,FlipMart Fulfilled,True,0.978
SELL02572,Rao Mart,West Bengal,Durgapur,4.1,337,2021-08-19 13:12:53,Elite,FlipMart Fulfilled,True,0.81
SELL02573,Pandey Enterprises,Madhya Pradesh,Bhopal,3.3,147,2021-07-27 10:01:04,Preferred,FlipMart Fulfilled,True,0.9
SELL02574,Malhotra Trading,Kerala,Thrissur,4.3,764,2022-06-07 17:33:47,Preferred,Self Ship,True,0.924
SELL02575,Pandey Trading,Tamil Nadu,Madurai,3.6,547,2023-02-07 23:16:29,Standard,Easy Ship,True,0.867
SELL02576,Banerjee Trading,Uttar Pradesh,Agra,4.2,144,2024-01-08 14:55:38,Preferred,Self Ship,True,0.896
SELL02577,Singh Stores,Rajasthan,Jodhpur,4.4,711,2023-11-03 15:16:30,Standard,FlipMart Fulfilled,True,0.824
SELL02578,Verma Mart,Delhi,New Delhi,3.5,233,2022-01-21 01:21:53,Platinum,FlipMart Fulfilled,True,0.772
SELL02579,Bajaj Enterprises,Maharashtra,Nagpur,3.2,614,2023-12-27 23:15:04,Standard,FlipMart Fulfilled,True,0.814
SELL02580,Tiwari Trading,Punjab,Ludhiana,3.0,649,2023-10-16 06:01:48,Platinum,FlipMart Fulfilled,True,0.878
SELL02581,Bajaj Stores,Delhi,Rohini,3.8,204,2021-07-24 02:54:29,Standard,FlipMart Fulfilled,True,0.801
SELL02582,Tiwari Enterprises,Punjab,Patiala,4.3,370,2024-01-09 08:33:56,Elite,Self Ship,True,0.767
SELL02583,Pandey Trading,Gujarat,Vadodara,3.5,139,2023-10-27 05:23:20,Standard,FlipMart Fulfilled,True,0.834
SELL02584,Mehta Trading,Delhi,Dwarka,3.6,64,2022-02-06 17:29:41,Elite,Easy Ship,True,0.941
SELL02585,Gupta Stores,Punjab,Ludhiana,3.6,377,2023-09-08 23:24:09,Standard,Self Ship,True,0.917
SELL02586,Iyer Mart,Maharashtra,Pune,4.1,23,2022-06-24 09:34:51,Preferred,FlipMart Fulfilled,False,1.0
SELL02587,Iyer Enterprises,West Bengal,Kolkata,4.1,217,2022-05-30 17:45:38,Elite,Easy Ship,True,0.86
SELL02588,Joshi Enterprises,Gujarat,Rajkot,2.9,588,2022-04-23 08:15:01,Preferred,Easy Ship,True,0.771
SELL02589,Shah Enterprises,Maharashtra,Mumbai,4.4,760,2022-10-02 21:45:45,Standard,Easy Ship,True,1.0
SELL02590,Sharma Trading,Rajasthan,Jaipur,3.8,587,2024-01-13 16:09:57,Standard,FlipMart Fulfilled,True,0.841
SELL02591,Banerjee Retail,Punjab,Patiala,4.3,222,2023-04-13 21:04:26,Standard,FlipMart Fulfilled,True,0.799
SELL02592,Sharma Retail,Delhi,Lajpat Nagar,4.9,329,2021-12-05 02:54:50,Elite,Self Ship,True,0.798
SELL02593,Singh Trading,Maharashtra,Pune,4.0,543,2023-03-18 21:40:10,Standard,FlipMart Fulfilled,True,0.875
SELL02594,Yadav Mart,Maharashtra,Nagpur,4.0,339,2022-01-05 03:06:47,Elite,FlipMart Fulfilled,True,0.903
SELL02595,Sharma Mart,Uttar Pradesh,Lucknow,4.0,27,2021-09-24 08:13:35,Standard,FlipMart Fulfilled,True,0.983
SELL02596,Verma Stores,Punjab,Ludhiana,4.4,58,2023-03-31 06:06:23,Standard,Easy Ship,True,0.772
SELL02597,Shah Enterprises,Uttar Pradesh,Agra,3.5,172,2023-11-19 11:08:28,Standard,FlipMart Fulfilled,True,0.994
SELL02598,Verma Retail,Maharashtra,Pune,4.5,496,2023-01-06 04:21:45,Standard,FlipMart Fulfilled,True,0.915
SELL02599,Malhotra Retail,Delhi,Rohini,4.7,242,2021-07-24 13:17:41,Standard,FlipMart Fulfilled,False,0.917
SELL02600,Banerjee Stores,West Bengal,Kolkata,3.9,284,2023-01-09 18:54:18,Platinum,Self Ship,False,0.857
SELL02601,Singh Enterprises,Maharashtra,Nagpur,3.9,285,2022-03-25 20:53:20,Standard,Self Ship,True,0.785
SELL02602,Joshi Trading,Madhya Pradesh,Indore,3.7,225,2022-07-27 17:46:01,Standard,Self Ship,True,0.969
SELL02603,Malhotra Retail,Gujarat,Vadodara,3.3,94,2021-07-27 04:01:27,Platinum,FlipMart Fulfilled,False,0.908
SELL02604,Kapoor Enterprises,Gujarat,Ahmedabad,2.5,548,2021-12-17 19:47:54,Standard,FlipMart Fulfilled,False,0.784
SELL02605,Bajaj Retail,West Bengal,Asansol,3.5,107,2021-03-20 01:58:07,Preferred,Easy Ship,True,0.848
SELL02606,Bajaj Retail,Uttar Pradesh,Agra,3.1,55,2023-11-25 09:53:26,Platinum,FlipMart Fulfilled,True,0.935
SELL02607,Mishra Stores,Kerala,Kozhikode,4.0,790,2022-08-27 07:11:28,Preferred,FlipMart Fulfilled,True,0.957
SELL02608,Sharma Trading,Maharashtra,Mumbai,4.4,323,2021-03-09 21:39:46,Elite,Self Ship,True,0.882
SELL02609,Sharma Retail,Tamil Nadu,Salem,3.9,746,2021-09-14 18:56:37,Standard,Self Ship,True,0.868
SELL02610,Gupta Enterprises,West Bengal,Durgapur,3.6,542,2023-10-29 06:13:22,Platinum,FlipMart Fulfilled,False,0.858
SELL02611,Banerjee Trading,Telangana,Warangal,3.5,764,2022-10-18 21:15:59,Platinum,Self Ship,False,0.798
SELL02612,Tiwari Trading,Rajasthan,Kota,3.5,740,2023-03-09 16:10:49,Standard,Easy Ship,True,0.923
SELL02613,Pandey Mart,Maharashtra,Nashik,4.0,676,2022-02-12 22:30:04,Preferred,FlipMart Fulfilled,True,0.751
SELL02614,Patel Trading,Tamil Nadu,Madurai,3.3,466,2023-08-02 12:50:20,Preferred,FlipMart Fulfilled,True,0.917
SELL02615,Das Mart,Punjab,Jalandhar,4.5,309,2021-05-02 16:46:35,Preferred,FlipMart Fulfilled,True,0.834
SELL02616,Rao Trading,Punjab,Patiala,4.1,579,2022-04-18 15:08:32,Elite,FlipMart Fulfilled,True,0.832
SELL02617,Verma Enterprises,Maharashtra,Mumbai,2.9,575,2023-10-16 03:03:13,Elite,FlipMart Fulfilled,True,0.853
SELL02618,Mehta Retail,Maharashtra,Mumbai,4.3,17,2021-08-02 11:37:13,Elite,FlipMart Fulfilled,True,0.937
SELL02619,Iyer Stores,Delhi,New Delhi,4.6,145,2022-11-13 22:48:46,Preferred,Easy Ship,True,0.938
SELL02620,Nair Trading,Maharashtra,Pune,4.0,56,2022-02-15 17:53:17,Elite,Easy Ship,True,0.783
SELL02621,Mishra Trading,Gujarat,Ahmedabad,3.6,347,2023-01-12 06:44:43,Elite,FlipMart Fulfilled,True,0.793
SELL02622,Tiwari Retail,Tamil Nadu,Coimbatore,3.7,493,2023-06-29 03:53:03,Elite,FlipMart Fulfilled,True,1.0
SELL02623,Joshi Stores,Rajasthan,Jodhpur,4.7,593,2022-10-29 15:52:47,Standard,FlipMart Fulfilled,True,0.829
SELL02624,Yadav Enterprises,Telangana,Hyderabad,3.9,125,2021-09-17 14:04:51,Preferred,Easy Ship,True,0.94
SELL02625,Tiwari Stores,Delhi,Rohini,4.1,439,2022-04-27 12:35:15,Standard,FlipMart Fulfilled,True,0.833
SELL02626,Kumar Enterprises,Telangana,Warangal,3.6,335,2022-07-08 14:20:46,Elite,FlipMart Fulfilled,True,0.881
SELL02627,Garg Stores,Uttar Pradesh,Kanpur,4.5,39,2021-01-23 18:50:17,Preferred,Self Ship,True,0.916
SELL02628,Kapoor Mart,Karnataka,Bengaluru,3.6,63,2021-02-22 04:08:21,Standard,FlipMart Fulfilled,True,0.823
SELL02629,Gupta Retail,Gujarat,Ahmedabad,2.9,268,2021-03-18 16:42:59,Standard,Self Ship,True,0.912
SELL02630,Bajaj Enterprises,West Bengal,Howrah,4.3,131,2023-06-12 03:59:12,Standard,FlipMart Fulfilled,True,0.774
SELL02631,Banerjee Mart,Gujarat,Surat,4.9,350,2023-03-04 23:17:55,Standard,Self Ship,True,0.909
SELL02632,Kapoor Stores,Karnataka,Mangaluru,3.2,598,2021-06-11 23:39:46,Standard,FlipMart Fulfilled,True,1.0
SELL02633,Kapoor Mart,Maharashtra,Mumbai,5.0,312,2022-12-03 19:26:36,Standard,FlipMart Fulfilled,True,1.0
SELL02634,Mehta Enterprises,Punjab,Amritsar,3.5,792,2022-04-08 01:53:56,Standard,Self Ship,True,0.94
SELL02635,Rao Stores,Rajasthan,Kota,4.2,679,2022-11-16 08:06:16,Standard,Self Ship,True,0.91
SELL02636,Gupta Trading,Uttar Pradesh,Lucknow,3.4,227,2021-09-19 20:32:30,Standard,FlipMart Fulfilled,True,0.911
SELL02637,Mishra Enterprises,Rajasthan,Udaipur,3.7,679,2023-03-06 02:50:46,Preferred,FlipMart Fulfilled,True,0.91
SELL02638,Kapoor Trading,Madhya Pradesh,Gwalior,2.5,166,2023-11-15 08:46:46,Preferred,Self Ship,True,0.926
SELL02639,Yadav Retail,Delhi,Lajpat Nagar,4.3,248,2023-12-22 17:50:33,Standard,Self Ship,True,0.94
SELL02640,Malhotra Mart,Tamil Nadu,Salem,4.3,522,2023-12-31 12:37:25,Standard,FlipMart Fulfilled,True,0.93
SELL02641,Iyer Stores,Tamil Nadu,Madurai,3.6,701,2021-02-06 22:10:04,Standard,FlipMart Fulfilled,True,0.826
SELL02642,Bajaj Stores,Telangana,Hyderabad,3.4,384,2023-05-11 04:21:54,Preferred,Easy Ship,True,0.867
SELL02643,Sharma Trading,Rajasthan,Kota,4.0,606,2022-02-03 02:19:55,Standard,Self Ship,True,0.791
SELL02644,Shah Mart,Rajasthan,Udaipur,2.5,91,2022-09-24 02:22:46,Preferred,FlipMart Fulfilled,True,0.937
SELL02645,Yadav Mart,Rajasthan,Jaipur,4.7,667,2023-02-28 14:44:06,Elite,FlipMart Fulfilled,True,0.858
SELL02646,Agarwal Retail,Maharashtra,Pune,4.4,268,2022-12-31 16:21:14,Standard,Easy Ship,True,0.799
SELL02647,Mehta Enterprises,Maharashtra,Pune,4.3,561,2021-11-01 13:43:38,Standard,Easy Ship,True,0.804
SELL02648,Joshi Retail,Maharashtra,Pune,4.6,720,2022-10-21 17:01:47,Standard,FlipMart Fulfilled,True,0.931
SELL02649,Pandey Trading,Maharashtra,Nashik,3.9,462,2023-01-05 16:15:32,Elite,FlipMart Fulfilled,True,1.0
SELL02650,Patel Enterprises,Punjab,Patiala,2.7,471,2024-01-11 04:08:23,Preferred,FlipMart Fulfilled,True,0.982
SELL02651,Verma Enterprises,West Bengal,Howrah,3.7,610,2021-12-14 01:18:02,Preferred,FlipMart Fulfilled,True,0.803
SELL02652,Agarwal Mart,Karnataka,Hubli,4.2,759,2024-03-02 20:37:29,Standard,FlipMart Fulfilled,True,0.942
SELL02653,Verma Retail,Tamil Nadu,Coimbatore,3.3,397,2021-05-08 14:33:54,Standard,Self Ship,True,0.87
SELL02654,Rao Trading,Madhya Pradesh,Jabalpur,3.5,91,2024-03-14 11:22:37,Elite,Self Ship,True,0.902
SELL02655,Malhotra Retail,Tamil Nadu,Madurai,4.7,400,2023-02-11 06:17:36,Preferred,FlipMart Fulfilled,True,0.914
SELL02656,Bajaj Trading,Karnataka,Mangaluru,3.8,478,2021-05-26 04:22:19,Preferred,Easy Ship,True,0.964
SELL02657,Iyer Trading,Telangana,Hyderabad,5.0,545,2023-11-24 11:44:48,Standard,FlipMart Fulfilled,True,0.972
SELL02658,Kapoor Trading,Tamil Nadu,Salem,4.1,318,2023-07-29 18:31:45,Elite,FlipMart Fulfilled,True,0.855
SELL02659,Joshi Retail,Karnataka,Bengaluru,3.8,163,2021-09-07 19:38:04,Standard,Self Ship,True,0.905
SELL02660,Rao Trading,Karnataka,Mangaluru,4.6,214,2022-07-04 20:29:09,Preferred,Self Ship,True,0.936
SELL02661,Rao Trading,Delhi,New Delhi,4.0,649,2023-12-04 22:01:59,Elite,FlipMart Fulfilled,True,0.861
SELL02662,Pandey Stores,Tamil Nadu,Chennai,4.3,633,2022-03-31 04:04:14,Preferred,Self Ship,True,0.795
